TweetID                Likely Language
450741429644836865     es
450302256853057536     es
440109051683549185     es
440162813970223104     es
441150948921315328     es
439767338754519040     ca
448168901193789440     ca
444934693440729088     es
441679433993568256     es
448028281502449664     es
446376268297437184     es
444781327678967808     ca
446043475164008448     ca
445704590122811392     es
444921567580286977     ca
445215532502224896     ca
441680870601400320     es
440979793551454208     en
447446004753645568     es
449057496733597696     es
444844140824899584     es
447303594770194432     es
446666746729365504     ca
449229675093827584     ca
449854735731159040     es
448567963894165504     es
447834382263660545     es
445189407365410816     en
448618961786396672     es
445182734382927872     es
446733403237654528     es
442274277455572992     es
448916816136785920     ca
447452257131712513     es
441198119129481216     es
440574096582393856     es
445105419544199168     ca
447758953485979648     es
450596811775160320     es
449485074049036288     ca
447387405759545344     es
440230149590884352     es
447855757217005568     es
447156686168784896     es
440159444518051840     es
450267342468308992     es
443106585112768512     es
448360555951431681     es
450262243863982080     es
440932788624457728     en
442140705885270016     es
442220502766325760     es
441879130121203712     es
442633887630782464     en
449259064481292288     ca
449571500094672897     es
440150188637036545     es
442742223432876032     es
439424704718569473     en
441541032401182720     ca
439816708925452288     es
446761017830563840     ca
440224525125701632     ca
447648564614037505     es
449834349962469376     es
447879242303688705     pt
448578474224402432     es
445080892919529472     es
448742004537950208     ca
450552806135836672     es
445633169774374913     ca
442264667420127232     es
447348232537255936     es
440808395474751488     es
447879253674430465     es
447809998652203008     es
449558961545818113     ca
442980544172019712     es
447319030786191360     es
444894123552960512     es
441222049168494592     ca
441981827763671040     ca
443169008419086336     ca
448082847925272577     ca
445259092538687488     es
447420593559060480     es
447377051490996225     es
445257981673107456     en
441362848951058432     ca
440582373420580864     ca
449808441507606528     es
443374887730941952     ca
440222770082119680     es
442057770872102912     gl
450234486639562752     ca
440976567003381760     es
448018477740486656     es
442731718748143616     ca
443766600865705984     ca
442298264252317696     ca
444273075417534464     ca
441687789600772096     pt
449139357132537856     ca
444393278109413376     es
446920379278589952     en
441625407486689280     es
439380797083381760     ca
447056215206821888     es
447831583983427585     es
440620290536914944     es
442629541518118912     es
440210136456785920     ca
448058148491104256     es
448918678235803648     es
447100324034396160     en
441206343584985090     es
444896421398200320     ca
443098503322279936     ca
445128246611689473     ca
445582273354940416     ca
449831276183560192     es
448232505137971200     es
444890049726132224     es
446070593839198208     es
446018268793286656     es
447787983815843840     es
444212685614616576     es
450378064246353921     ca
440797251003490304     ca
447389760638959616     ca
440047758716968962     ca
442387066379571200     ca
446252489571319808     en
442272876935516160     es
448506449522851840     es
441691262501277697     es
440063049853329408     ca
449995764035776512     es
439858464761073665     es
441486969550680064     es
448888689838796801     es
447100267256094721     es
443402374972190720     ca
448556554716200962     es
440098892437135360     es
443846205219803136     es
449446371536687104     es
446029639539228672     es
447087716329873408     ca
447862007531069440     es
444217196114612224     es
450739769535107074     es
449313771421716480     ca
450646892788334592     ca
448959275583680513     es
448925849493184512     es
444804583735701504     es
446647204720418816     es
442342061208260608     en
443718887046414336     ca
444411099593842689     es
447075225646411776     pt
450012121515180032     es
448961507398017027     es
446741377456812034     es
442596205257043968     ca
444505382690783232     ca
445345133136191488     es
448946533149736960     es
449158437055004672     es
445924902370295808     es
448171284355379201     es
446649508471271424     es
442665571394785280     es
447267171102883840     es
445175368526614528     es
446723566965628928     es
443315860363829248     ca
440101067230302208     ca
445233265566547968     ca
442307273843822592     es
440213164740075520     es
445208234740432896     es
440647154630397952     ca
443304500217253888     es
448185148086165504     es
442743759600902144     es
450208219005464576     ca
449960898367856640     en
444192229117394945     ca
447858219806109696     es
447859406936739840     es
442294037534765057     ca
447489878721564672     es
444789912823672833     ca
447772938113417216     pt
443648838214373377     es
446414248147963904     es
443286462143135744     es
440558922437779456     es
447664309540487168     ca
445949670167441408     es
441984208349962240     ca
447453670255632384     ca
447696028184375296     pt
446576293208133632     ca
442340428948701184     es
442745371388043265     ca
447010485289099264     es
444907963917303808     es
440457561616429058     es
449950402474442753     es
439559224209993728     en
444504421440159744     es
439698173431652352     es
443472920770527232     es
446026154626265088     es
442314416907104258     es
441200126816976896     es
450225255500763136     es
447143560207683584     es
450260549285453824     es
448459082077589505     pt
446765425339420672     es
449560522892267520     es
445683751163797505     es
447674444656676864     es
445342882049040385     es
447827399598936064     ca
442665663757574146     ca
442426070051352577     es
447815902659375104     es
448118608489893888     ca
443387430235037696     ca
445951821862150144     es
447702646968029185     ca
448743412733607936     es
448129348982554624     en
441862270315167744     es
448713476777984000     ca
447846425867845632     ca
443843438602379264     es
443277900876611584     es
450218078484582400     es
444912099861733378     es
448945693814960128     es
450156376602730496     es
441462705078427648     es
441113800667058176     es
441203619778801664     es
442359082331435008     ca
442332247136698368     es
444542182968811520     es
444188781357580288     es
443708350044590080     es
439486285817077762     es
439527864875364352     es
445960571633287168     ca
440282956150865921     es
448738859942436864     es
444173094287339520     ca
446636878780182528     ca
445184868163788800     ca
442758216397905921     es
450259931305115648     es
449672788019007488     es
439470105014312960     es
445644038755340288     es
440265133764657152     es
449807292025012224     es
449920770039623680     es
450547112045203456     es
445277559413305344     ca
450299083069358080     ca
447314522903441408     es
444785838845853696     ca
444559589338808320     es
441134343532998656     es
442308804651532288     es
448438200416370688     es
449535819351879680     ca
443884825674792961     es
442756546985218049     es
447792689824923649     ca
447414953478463488     es
444239045510836224     es
442662931378229248     ca
445687301759590400     ca
450387170613010432     es
447853980975390720     ca
444567186397728769     es
439432022696919042     ca
441956297169440769     es
442634823367421953     es
442811908153167872     es
449291198734553088     es
447516724838293504     es
439810408237772800     ca
445548203086450688     ca
440807504466153472     es
441202824433926144     es
449875655862534145     ca
446638398921781248     es
449159617294381056     es
442675037397876737     ca
445147022946209792     es
445214818803662848     en
443832944436981760     ca
446743685443895296     ca
449119355146870784     es
439399491620585472     ca
442336145050181633     es
449863456490274816     es
440818894438006784     es
445640040312737793     es
444569932328894464     es
450215535499022336     es
446678334504980482     ca
450309299601149952     es
445429571354365953     es
450265505648373760     ca
450693494047506432     ca
442750742034931712     es
445534438924226560     ca
444917541849554945     es
439878268523905024     ca
447706741699264512     es
447091771622035456     ca
442325562737324033     ca
449275208994918400     es
450364970866573313     ca
448545533221937153     pt
447858838835060737     es
448471690956521472     ca
446570517127249920     es
450513397206237185     es
440977971348652032     ca
440175201159237633     es
440237971384434688     es
444244018319613952     es
449255512375562240     ca
447861208637775872     es
441699997428764673     ca
449276302672289792     es
446198542634606592     en
450236788947578880     ca
445547692459323393     es
443285022435708928     es
443062635547082753     en
442770481721409538     es
446553123667324928     ca
445189443478384640     es
440513296207458304     ca
447153347272126464     pt
445250015439880192     es
446186765016383488     es
444924531359375360     es
445299917670846465     es
447022972583550976     ca
449950016019656705     es
440750715544563712     es
442622038470316032     es
447855327124656128     es
446007031817076736     es
442459170781265920     ca
442197045458509824     es
447525508088344576     en
448605720003747840     es
443389801417687041     es
446024730383245313     ca
447315980948357120     ca
448472505452601344     en
444222251060461569     ca
448892377902874624     en
439538401734574080     es
446241221670080512     es
443881169034424321     es
448110698233884673     es
450214988624711681     es
448710261122555904     es
445257698217852928     es
441940416376885248     es
440269409643290625     es
442617128164671489     en
442784456991326209     es
440974892985372672     es
448899181777022976     es
446184658913742848     es
440221541947965441     pt
439876293627498497     es
450266297969147904     en
443882922773590016     ca
448005918668898304     ca
442310959689138176     en
444791248097116160     ca
447698190759124992     ca
446900391624843264     es
447840551803830272     en
440235280029974528     es
445229234072866818     ca
447842757860933632     es
448561072640106496     es
444772356725424128     es
448443528721739776     en
442332202668666881     ca
445601781574561792     es
450617089641172992     es
443099052251836416     es
444221741435715585     eu
450191678436306944     es
442752737345028096     es
447853125316407296     es
446592944163000321     es
445897257410646016     ca
443697301492887552     es
444187713223557121     ca
450237684993511424     ca
445654292931043328     es
450222777879232512     es
442246816600690688     ca
446725568370073601     es
445211558491475968     ca
441854888478519296     ca
447025977240322049     es
450180627888082944     ca
441649430027321344     es
445573820012040192     es
447354712409796608     es
443705859936628736     ca
444944289383342082     es
446567103924301825     ca
447643640295616512     ca
446722941955633152     pt
446737684078559234     es
442643077518610432     es
440227118317060096     ca
447327763373244416     es
447838290591612928     es
445684681271291904     es
448532451271655424     ca
449663545614282752     es
445285314089984001     es
449940604014039040     ca
440207603193634817     es
442339278648254464     es
442269705483874304     ca
448013375617118208     es
447377064044535809     es
442699326943682560     es
448207979872264192     ca
442944678808526848     es
449326961769607168     es
448770651110010880     es
442374549062287361     ca
450339732460154881     es
445596159948890112     ca
443863461773459456     ca
450723923140038656     es
442646030983921664     es
440515186949357568     ca
445542576087891968     ca
444425914479562752     ca
448545500514766848     pt
444131070871896064     ca
440416569542582272     ca
442631116676419584     ca
442920924288151552     es
448932094300139520     ca
448723422403911680     en
445247692445581313     es
447155781105094656     ca
442368792682041344     ca
442421369268346880     es
443415036326072320     es
441847358343901186     es
448779066712543232     es
450739450658959360     es
441105907205038080     es
441451724101140480     pt
444937247524401152     es
446003161447563264     es
448872305557798912     es
447494911156551680     ca
443839983863226368     ca
440231317759082496     es
448918927331299329     ca
444909574114783232     es
442732759241728001     ca
449161558573465600     es
443879909241667584     es
445651230321545217     en
448873513873842176     es
442771876386185216     ca
448898904743243777     es
445213370200121344     ca
441305986046119936     es
439922228642062336     es
447994004920348672     es
445143847719686144     es
447700548171886592     ca
445667788917837824     pt
439380496678916098     es
444480528973324288     ca
444251234057592832     es
444872038625579008     es
443844262544035840     ca
450419080194179072     es
440167612463722496     ca
446667283344424960     es
448573926776786944     ca
449525451510128640     es
442651174928646144     ca
447848170551513088     es
447371080970547200     es
443494055818035200     es
446645422875213824     en
450229502984339456     es
449571635105116161     es
441250929401405440     es
442682428470345729     ca
446705550454427649     es
443487879004979201     es
450199361583345664     ca
447789389280989185     ca
447133581543227392     es
447852671937282048     en
440945564360798208     ca
446063633538502656     ca
440933126072983553     es
446277043161161728     es
448979927686479873     es
444624309643149313     es
442319145754165249     es
441155111084367872     ca
445120534767226880     es
449549924280303618     es
445262950824443904     ca
444789721701814272     ca
445088318431453184     es
448103009470672896     es
446755238956240896     es
446620595854512128     ca
447797576440741888     es
447740914891780097     es
448956513005350912     es
442279599247204352     es
442628670579298304     es
441680044474503168     ca
448060896485867520     es
444994504782020608     es
447148144636493824     es
446972612275879936     es
445853819424239616     es
448490117305741312     es
450034697058648064     es
439842835685453825     es
449952060319203329     es
440237181706440704     ca
449990099934404608     ca
443828530083008512     es
442669537964855297     es
450352751181332480     ca
449887427508051968     ca
447348956415406080     ca
447994240845762560     es
447744095222767617     ca
442954465277403136     ca
441370676533133312     ca
449963697998671873     ca
447035168491307008     ca
440400185878130688     es
441574323896463360     ca
447066577520066560     en
445631958157373440     es
450272831902081024     es
444462226154741760     ca
446779325237719040     es
443011278630842368     es
444555988960808960     pt
439725877543567360     es
445223314576117760     ca
447318194840412160     es
450744014917365761     es
446073676057038850     es
442977884043767808     ca
440148729296064512     es
439971037883928576     ca
446420062321512448     ca
440625757132705792     es
447088689261600768     ca
445315747578118146     es
445994360514285569     es
441578750573285376     ca
445201315900456960     es
441314334577532929     es
444958870319140864     es
447756803481149440     es
447043995349577728     ca
450268142053629953     es
447744648455671808     ca
445643609296367616     es
443162161700147202     es
445630247082676224     ca
446408942483406848     pt
447700107522482176     ca
449167366212300800     es
442327132178776064     es
441674034296938497     es
449543916438966272     es
439777386440458240     es
443003216125767680     es
445323948851744768     ca
444468868720103425     es
446428938391527425     es
440415061015035904     es
446639491131146240     es
440570251869036544     es
439820329666375680     es
449511485635833856     es
448552104417062912     es
445301514639519745     ca
446403132671938560     en
440175870679216128     es
442615216346767360     ca
447882813866799104     es
450298821533126656     es
446982972034777090     ca
443000036260347904     es
447465079098077184     es
444920739045838848     en
445210822022025216     es
447686275676794880     es
448457567942246400     es
448928080560947200     es
450224181985423360     es
449890401001177088     es
441311026274131968     es
448572885763100672     es
444928362277273600     es
439822710840250368     ca
446027031638454274     ca
440064486826053632     ca
444007492742545408     es
445335289301839873     es
446639397325516800     ca
448583602226212865     es
445016965179260928     es
439406102737088512     ca
443390940712280064     pt
440961109281878016     es
445916595886759936     es
444221020258729984     ca
441309907376439297     ca
441666976763887616     es
446591222417989632     ca
440838947632320513     es
447858950554542080     es
443411921510088705     es
439740117453119489     es
448722581139783680     eu
441293643044118528     es
441152162467680256     es
447797846801383424     en
448756053707345920     ca
444869609465065472     es
447851151493701632     es
440774408941338624     es
450599702032318464     es
447884505052098560     es
439789218089676800     es
445324015247577088     ca
439847299922292736     es
439743908734861312     es
440890974223753216     es
449954227428016129     es
450430528886669313     es
440242291455057921     es
448435572194172928     ca
447853621255110658     es
449267375561797633     ca
445239905565048832     es
441105386196992000     es
449670471555223552     es
448231004558602240     ca
439876798672035840     es
446176222566162432     es
447518636790804480     es
447371418339389440     es
449514990274625536     ca
444938802491310080     ca
445532787861626880     es
444606785325113344     en
445567961525649408     es
450200373236875264     ca
448812708012765184     es
445512235608440832     es
441914365202407424     es
449181648090066944     es
444372504170471424     ca
448387086224490497     es
447836611955671040     ca
448516831834562560     es
445258444510359552     ca
448004296240791552     es
440989743044513792     ca
442297924601794560     en
440980194749202432     es
450626940828147712     es
445585115520200705     en
442684723161485313     ca
447484154826219520     es
446733559697788928     es
441678922036813824     ca
445203462851403776     ca
442299079889276928     es
449070093897834496     es
439821859786608640     es
445684530473893888     es
440783065875763200     es
442356526691676160     es
447676128715866113     es
444828363254145024     ca
446737497859846144     es
445683580933775360     pt
439725077161340928     es
446387184195878912     es
442671842575532032     ca
445668078102544384     es
442616829257977856     ca
440176277623173121     ca
441954951443779584     es
441998440437133312     ca
447064274381598720     ca
440227444684230656     ca
446814356052144128     es
443667079255048192     en
443735370057142272     ca
439464456259923968     ca
447696543110672384     ca
441825453331202048     es
445234164179423232     es
443497628463284224     ca
445818525857636352     es
447843464194301952     es
442747236427259904     pt
447687096413978624     es
445221932720726016     ca
448791393390325760     es
444434212595453952     es
442338391896895489     es
444394688154722304     es
444716688920305665     es
441687635145535488     es
447992106020515840     es
440096311967485952     es
445552120251817984     es
444773291618996224     ca
444935372309823488     es
441316084919320576     en
442045347167494144     es
442330462649077760     ca
447852064178450432     es
448108206414643201     ca
447472355280162817     ca
440023850148192256     en
442405352337076224     ca
442070125500719104     es
444563652554018816     es
445458463951691776     es
440981494849228802     es
444368786528141312     es
445942564009824256     es
442746259049558019     ca
450237642563911680     es
443491401809276928     es
447835069001248768     pt
449994812704690176     es
441629314451529728     ca
448575425711976448     es
447820419522121728     ca
443796332437053440     en
446397099463426048     es
442624812952072192     es
445460862120509442     ca
439799124310118400     es
448953957269110784     ca
440649415884550144     es
450529750659104768     es
446934888470806528     es
447489743245541376     ca
442053054469533696     ca
445211310746529794     es
450053431613722624     es
442708447373848576     es
443532674045857792     es
445294015328841730     es
448598236736270336     es
449961681607983105     es
443174413304090625     ca
442648020593950720     es
443297081655304192     es
450614777078116352     ca
446000567744495616     es
447450383640985600     es
444967710053908481     es
446012171584286720     ca
446738158051680256     es
448514882393362432     en
445456208527630336     es
448149885326741504     es
446194214783954944     ca
445093220113190912     es
443797025906499584     es
441333673728950272     ca
448938874623250432     es
442721287736410114     ca
448208977764302848     es
444473488288804865     en
441625858487627776     es
448562921480941569     ca
448829193091293184     ca
444800404858368000     en
444826925887139841     es
440931923142406146     es
444855651169472512     es
446674628665421824     es
447845712802643969     es
446628999872385024     es
449868992963174403     es
439723768572035072     es
442034685062156290     ca
443499215722131456     es
448410070188306432     es
450648143424942080     es
443739865801572353     es
444947665101795328     es
442266373130321920     es
443853601333837824     ca
447836406875189249     es
447881937202737153     es
446382076020158464     es
448183721515294720     es
448584938728611840     en
449210067876073472     es
449672344551047168     ca
446051995448000513     es
444389500421410816     es
448170233346686976     ca
441322390576852992     es
450404293393518592     es
445291925374242817     es
441964253512486912     ca
443779600439836672     ca
447307129108848640     es
444216893042597889     ca
445531169720123392     es
449279230258716672     es
447368657354903552     ca
446008629171585024     es
448571212072222720     es
440240210618892288     es
440079012518711296     es
442459121368190977     ca
444184849654751232     ca
443476375002152960     ca
441471021074612224     es
440431902336749568     ca
447049610985734144     es
447831397617905664     es
448771821618610176     es
448548227663810560     es
445300775817068544     ca
443109613299589120     pt
449607384500285440     es
450285857548034048     es
442764287338356736     es
444088604399509505     ca
443421001318424576     es
449532564123176960     es
442326547840892928     es
448526285493784576     es
442646451613884416     es
449268383398526976     es
439794854160527360     es
443705165280206848     es
450213015963852800     es
442081234010005505     ca
450367544403443712     es
446629820311814144     es
441469836674465793     eu
444458202235940864     es
448359363284312064     en
440201737476243457     en
441991680796147712     es
450267059373740032     es
442000611111108608     es
